,serial,init_equity,equity,leverage,contract,qty,entry_price,losscut_price,exit_price,limit_price,pl,pred,tradetype,stage,losscut,entrytime,exittime,direction,startup_flag
88,339208,1000.0,1000.5962999999999,3.0,BTCUSDT,0.047,63479.1,65595.06999999999,63396.2,84755.69574468085,0.5962999999998826,0,SHORT_EXIT,0,0,2024-04-26 15:00:00,2024-04-27 17:00:00,lower,0
89,339209,1000.0,971.8652,3.0,BTCUSDT,0.047,63991.4,61858.35333333333,63463.0,42714.80425531915,-28.134800000000087,1,LONG_EXIT,0,0,2024-04-28 03:00:00,2024-04-28 11:00:00,upper,0
90,339210,1000.0,1010.0344000000002,3.0,BTCUSDT,0.048,63092.8,65195.89333333333,62815.0,83926.13333333333,10.034400000000186,0,SHORT_EXIT,0,0,2024-04-28 23:00:00,2024-04-29 14:00:00,lower,0
91,339211,1000.0,1088.3218000000004,3.0,BTCUSDT,0.047,63827.9,65955.49666666667,61878.5,85104.49574468085,88.32180000000035,0,SHORT_EXIT,0,0,2024-04-29 23:00:00,2024-04-30 08:00:00,upper,0
92,339212,1000.0,895.8346433333334,3.0,BTCUSDT,0.049,61754.3,59695.823333333334,59695.823333333334,41346.13673469388,-104.16535666666668,1,LONG_EXIT,0,losscut,2024-04-30 10:00:00,2024-04-30 19:00:00,lower,0
93,339213,1000.0,1051.3156000000006,3.0,BTCUSDT,0.052,57474.0,55558.2,58524.3,38243.230769230766,51.31560000000054,1,LONG_EXIT,0,0,2024-05-01 07:00:00,2024-05-02 11:00:00,lower,0
94,339214,1000.0,896.01682,3.0,BTCUSDT,0.051,59225.4,61199.58,61199.58,78833.2431372549,-103.98317999999999,0,SHORT_EXIT,0,losscut,2024-05-02 15:00:00,2024-05-03 13:00:00,upper,0
95,339215,1000.0,895.9996100000001,3.0,BTCUSDT,0.049,61653.3,63708.41,63708.41,82061.46326530613,-104.00038999999997,0,SHORT_EXIT,0,losscut,2024-05-03 15:00:00,2024-05-04 10:00:00,upper,0
96,339216,1000.0,1002.0156999999997,3.0,BTCUSDT,0.047,63690.2,65813.20666666667,63577.1,84966.79574468084,2.015699999999651,0,SHORT_EXIT,0,0,2024-05-04 13:00:00,2024-05-06 12:00:00,upper,0
97,339217,1000.0,1025.6989999999998,3.0,BTCUSDT,0.047,63594.1,61474.29666666666,64211.1,42317.504255319145,25.698999999999796,1,LONG_EXIT,0,0,2024-05-06 15:00:00,2024-05-07 08:00:00,lower,0
98,339218,1000.0,997.1368,3.0,BTCUSDT,0.048,62588.8,64675.09333333334,62579.7,83422.13333333333,-2.863200000000052,0,SHORT_EXIT,0,0,2024-05-08 00:00:00,2024-05-08 17:00:00,lower,0
99,339219,1000.0,1028.5205999999996,3.0,BTCUSDT,0.049,61474.3,59425.15666666667,62123.7,41066.13673469388,28.520599999999558,1,LONG_EXIT,0,0,2024-05-08 21:00:00,2024-05-09 15:00:00,lower,0
100,339220,1000.0,1092.5176,3.0,BTCUSDT,0.048,63035.5,65136.683333333334,61039.3,83868.83333333333,92.51759999999986,0,SHORT_EXIT,0,0,2024-05-09 23:00:00,2024-05-10 14:00:00,upper,0
101,339221,1000.0,1001.4579000000001,3.0,BTCUSDT,0.049,61064.8,59029.30666666667,61161.9,40656.63673469388,1.457900000000063,1,LONG_EXIT,0,0,2024-05-10 16:00:00,2024-05-11 15:00:00,lower,0
102,339222,1000.0,1011.9733000000003,3.0,BTCUSDT,0.049,61309.8,63353.46000000001,60998.1,81717.96326530613,11.97330000000029,0,SHORT_EXIT,0,0,2024-05-12 16:00:00,2024-05-13 02:00:00,upper,0
103,339223,1000.0,1030.8184000000003,3.0,BTCUSDT,0.048,62736.4,64827.613333333335,62025.6,83569.73333333334,30.818400000000292,0,SHORT_EXIT,0,0,2024-05-13 08:00:00,2024-05-14 06:00:00,upper,0
