,serial,init_equity,equity,leverage,contract,qty,entry_price,losscut_price,exit_price,limit_price,pl,pred,tradetype,stage,losscut,entrytime,exittime,direction,startup_flag
117,29724,706.8142392009177,704.9799522115546,3.0,ETHUSDT,0.94,2267.02,2289.6902,2266.49,3018.950041703104,-1.8342869893630311,0,SHORT_EXIT,0,0,2024-01-27 23:00:00,2024-01-28 00:30:00,upper,0
118,29725,704.9799522115546,713.469418369257,3.0,ETHUSDT,0.93,2277.74,2254.9626,2289.37,1519.6970406327368,8.489466157702381,1,LONG_EXIT,0,0,2024-01-28 03:00:00,2024-01-28 05:30:00,upper,0
119,29726,713.469418369257,713.4743692886383,3.0,ETHUSDT,0.94,2288.35,2311.2335,2285.84,3047.360019541763,0.004950919381275121,0,SHORT_EXIT,0,0,2024-01-28 06:30:00,2024-01-28 08:00:00,upper,0
120,29727,713.4743692886383,713.4743692886383,3.0,ETHUSDT,0.94,2284.52,2307.3652,0.0,3043.535286477275,0.0,0,SHORT_CANCEL,0,0,2024-01-28 11:30:00,2024-01-28 12:00:00,upper,0
121,29728,713.4743692886383,705.9994038699858,3.0,ETHUSDT,0.95,2259.46,2236.8654,2254.07,1508.4343481172227,-7.474965418652499,1,LONG_EXIT,0,0,2024-01-28 21:00:00,2024-01-28 22:00:00,upper,0
122,29729,705.9994038699858,716.9894058372151,3.0,ETHUSDT,0.94,2253.22,2230.6877999999997,2267.39,1502.1568043936318,10.990001967229261,1,LONG_EXIT,0,0,2024-01-28 23:00:00,2024-01-29 04:00:00,upper,0
123,29730,716.9894058372151,712.5428407979523,3.0,ETHUSDT,0.95,2260.61,2283.2161,2262.8,3015.3356903549634,-4.446565039262839,0,SHORT_EXIT,0,0,2024-01-29 08:00:00,2024-01-29 09:00:00,upper,0
124,29731,712.5428407979523,712.5428407979523,3.0,ETHUSDT,0.94,2267.43,2290.1043,0.0,3025.4542987212258,0.0,0,SHORT_CANCEL,0,0,2024-01-29 10:00:00,2024-01-29 10:30:00,upper,0
125,29732,712.5428407979523,703.7524494233191,3.0,ETHUSDT,0.94,2270.37,2247.6663,2263.52,1512.345701278774,-8.790391374633094,1,LONG_EXIT,0,0,2024-01-29 11:00:00,2024-01-29 11:30:00,upper,0
126,29733,703.7524494233191,703.7524494233191,3.0,ETHUSDT,0.94,2255.66,2278.2165999999997,0.0,3004.3328185354458,0.0,0,SHORT_CANCEL,0,0,2024-01-29 13:00:00,2024-01-29 13:30:00,upper,0
127,29734,703.7524494233191,703.7524494233191,3.0,ETHUSDT,0.92,2289.34,2266.4466,0.0,1524.391685409436,0.0,1,LONG_CANCEL,0,0,2024-01-29 17:00:00,2024-01-29 17:30:00,upper,0
128,29735,703.7524494233191,701.3472663402225,3.0,ETHUSDT,0.92,2299.95,2276.9505,2299.86,1535.0016854094356,-2.4051830830966323,1,LONG_EXIT,0,0,2024-01-29 18:00:00,2024-01-29 18:30:00,upper,0
129,29736,701.3472663402225,701.3472663402225,3.0,ETHUSDT,0.91,2303.3,2280.2670000000003,0.0,1532.5887183074478,0.0,1,LONG_CANCEL,0,0,2024-01-29 21:30:00,2024-01-29 22:00:00,upper,0
130,29737,701.3472663402225,699.0510203612997,3.0,ETHUSDT,0.91,2307.35,2284.2765,2307.37,1536.6387183074476,-2.2962459789227556,1,LONG_EXIT,0,0,2024-01-30 07:30:00,2024-01-30 08:30:00,upper,0
131,29738,699.0510203612997,699.0510203612997,3.0,ETHUSDT,0.89,2349.93,2326.4307,0.0,1564.4794153243822,0.0,1,LONG_CANCEL,0,0,2024-01-30 16:30:00,2024-01-30 17:00:00,upper,0
