index,start_at,open,high,low,close,volume,turnover,date,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,bol_diff,pandl,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,prediction,profit_ma,entry_type,entry_volume
199,2024-01-09 07:00:00,46801.4,46957.0,46750.0,46855.0,2516.916,117954036.2986,2024-01-09 07:00:00,67.93,47102.77,45412.79,46257.78,47947.77,44567.79,48792.76,43722.8,623.6,669.52,-45.92,27.41,12.38,39.99,35.04,8157.425285714288,-729.77,-597.2200000000012,-392.16,0.55,46803.86,46820.41,1092.7699999999968,-2287.209999999999,-34.58999999999651,-51.13999999999942,-2.069999999999993,37.93000000000001,15.03,-45.91999999999996,3379.979999999996,0.0,PositionState,upper,45118.0,46186.3,1737.0,0.0,0,0.0,None,0
200,2024-01-09 08:00:00,46855.0,46900.0,46531.0,46573.3,3833.706,179108121.6501,2024-01-09 08:00:00,61.01,47087.05,45488.61,46287.83,47886.27,44689.39,48685.49,43890.17,573.13,650.24,-77.11,25.7,15.31,38.94,35.94,5734.991571428574,-2422.43,-285.47000000000116,-249.91,-3.82,46759.47,46721.57,1312.969999999994,-1883.9100000000035,148.2699999999968,186.16999999999825,-8.990000000000002,31.009999999999998,10.389999999999999,-77.11000000000001,3196.8799999999974,0.0,PositionState,upper,45118.0,46186.3,1455.300000000003,0.0,0,0.0,None,0
201,2024-01-09 09:00:00,46573.3,46718.0,46411.8,46519.5,4266.316,198740028.6357,2024-01-09 09:00:00,59.76,47034.19,45585.6,46309.89,47758.48,44861.3,48482.77,44137.01,522.77,624.75,-101.97,24.34,16.56,37.52,36.56,4768.328142857145,-966.66,-209.61000000000058,-361.19,-4.31,46739.42,46640.74,1238.9800000000032,-1658.199999999997,121.23999999999796,219.91999999999825,-10.240000000000002,29.759999999999998,7.780000000000001,-101.98000000000002,2897.1800000000003,0.0,PositionState,upper,45118.0,46186.3,1401.5,0.0,0,0.0,None,0
202,2024-01-09 10:00:00,46519.5,46704.8,46423.4,46474.8,2874.43,133819760.7417,2024-01-09 10:00:00,58.68,46939.14,45712.05,46325.6,47552.68,45098.51,48166.22,44484.97,473.79,594.56,-120.76,23.13,15.74,36.2,37.02,4434.543214285717,-333.78,-149.20000000000437,-570.79,-1.75,46726.71,46574.36,1077.8799999999974,-1376.2900000000009,99.55999999999767,251.90999999999622,-11.32,28.68,7.389999999999999,-120.76999999999992,2454.1699999999983,0.0,PositionState,upper,45118.0,46186.3,1356.800000000003,0.0,0,0.0,None,0
203,2024-01-09 11:00:00,46474.8,46666.2,46456.3,46643.9,3018.975,140590159.2397,2024-01-09 11:00:00,61.51,46849.69,45862.13,46355.91,47343.47,45368.35,47837.25,44874.57,443.51,564.35,-120.83,22.25,15.13,34.97,37.46,4173.1182857142885,-261.42,-287.98999999999796,-684.84,-1.48,46709.14,46602.17,699.5699999999997,-1275.550000000003,-41.7300000000032,65.23999999999796,-8.490000000000002,31.509999999999998,7.119999999999999,-120.84000000000003,1975.1200000000026,0.0,PositionState,upper,45118.0,46186.3,1525.9000000000015,0.0,0,0.0,None,0
204,2024-01-09 12:00:00,46643.9,47065.0,45500.0,46186.3,21726.746,1007398847.8498,2024-01-09 12:00:00,51.27,46664.59,46014.93,46339.76,46989.42,45690.09,47314.25,45365.26,378.22,527.12,-148.89,17.01,25.95,33.96,37.92,5478.106214285717,1304.98,153.45999999999913,-885.0,-16.93,46624.37,46435.82,803.1199999999953,-496.2100000000064,249.5199999999968,438.0699999999997,-18.729999999999997,21.270000000000003,-8.939999999999998,-148.89999999999998,1299.3300000000017,0.0,PositionState,upper,45118.0,46186.3,1068.300000000003,0.0,0,0.0,None,0
205,2024-01-09 13:00:00,46186.3,47080.0,46065.4,46851.0,18963.957,885004203.9491,2024-01-09 13:00:00,61.33,46604.57,46172.32,46388.45,46820.69,45956.2,47036.82,45740.07,375.79,496.86,-121.06,14.81,22.29,32.97,37.3,6604.6766428571445,1126.57,-462.5500000000029,-788.88,-3.77,46627.4,46601.89,-30.30999999999767,-894.8000000000029,-249.11000000000058,-223.59999999999854,-8.670000000000002,31.33,-7.479999999999999,-121.07,864.4900000000052,0.0,IdleState,upper,0.0,0.0,0.0,0.0,0,0.0,None,0
206,2024-01-09 14:00:00,46851.0,47017.9,46500.0,46577.7,10961.555,512266948.5714,2024-01-09 14:00:00,56.2,46620.61,46192.33,46406.47,46834.75,45978.19,47048.89,45764.04,347.8,467.04,-119.24,13.75,20.68,32.06,36.72,6516.07335714286,-88.6,-171.22999999999593,-176.66,-1.65,46609.21,46592.21,257.0500000000029,-599.5099999999948,14.510000000002037,31.510000000002037,-13.799999999999997,26.200000000000003,-6.93,-119.24000000000001,856.5599999999977,0.0,EntryPreparationState,upper,46577.7,45455.6,0.0,-1122.0999999999985,0,0.0,None,0
246,2024-01-11 06:00:00,46080.1,46105.3,45620.0,45901.9,6651.236,304826106.8995,2024-01-11 06:00:00,46.3,46830.58,45562.94,46196.76,47464.4,44929.11,48098.22,44295.29,93.65,111.37,-17.71,15.74,24.72,26.83,38.48,15919.82828571429,-299.95,294.8600000000006,-60.16,-3.24,46472.32,46156.83,1562.5,-972.7900000000009,254.9300000000003,570.4199999999983,-23.700000000000003,16.299999999999997,-8.979999999999999,-17.72,2535.290000000001,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0
247,2024-01-11 07:00:00,45901.9,46188.2,45884.0,46113.2,5257.97,242189546.7877,2024-01-11 07:00:00,49.38,46811.9,45565.7,46188.8,47435.0,44942.6,48058.1,44319.5,75.25,104.14,-28.89,16.13,23.88,26.3,36.78,15136.75635714286,-783.07,75.60000000000582,-91.79,0.35,46382.67,46139.37,1321.800000000003,-1170.5999999999985,26.17000000000553,269.47000000000116,-20.619999999999997,19.380000000000003,-7.75,-28.89,2492.4000000000015,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0
