,Unnamed: 0,start_at,open,high,low,close,volume,turnover,date,funding_rate,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,prediction
14674,14806,1694268000000.0,25812.0,25849.5,25812.0,25835.8,646.462,16697034.9485,2023-09-09 14:00:00,4.25e-06,59409.924,44.44,25885.64,25841.68,25863.66,25907.63,25819.69,25929.61,25797.71,-23.42,-23.93,0.51,13.62,25.91,22.08,23.93,663.4382142857164,-10.66,27.860000000000582,-24.11,-0.67,25851.0,25832.57,71.83000000000175,-16.110000000000582,-3.2299999999995634,15.200000000000728,-25.560000000000002,14.439999999999998,-12.290000000000001,0.509999999999998,PositionState,lower,25835.8,25880.3,0.0,-44.5,0.0,-44.5,-22.25,0
14695,14827,1694343600000.0,25793.0,25812.6,25781.3,25784.0,869.592,22434087.1692,2023-09-10 11:00:00,6.603e-05,59258.409,36.41,25866.72,25810.54,25838.63,25894.81,25782.45,25922.9,25754.35,-17.43,-12.19,-5.24,11.25,30.83,25.21,19.92,952.8619285714306,15.5,54.63000000000102,14.44,-1.53,25826.03,25798.08,110.81000000000131,-1.5499999999992724,14.080000000001746,42.029999999998836,-33.59,6.409999999999997,-19.58,-5.24,PositionState,lower,25784.0,25806.2,0.0,-22.200000000000728,97.09999999999854,-22.200000000000728,15.449999999999637,0
14710,14842,1694397600000.0,25674.6,25731.0,25646.3,25723.2,1200.274,30842367.6798,2023-09-11 02:00:00,7.35e-05,58548.409,42.7,25837.67,25727.44,25782.55,25892.79,25672.32,25947.91,25617.2,-25.28,-19.88,-5.39,10.64,27.9,42.46,35.47,3723.265285714288,39.83,59.349999999998545,1.22,0.01,25775.83,25723.9,169.59000000000015,-50.88000000000102,0.7000000000007276,52.63000000000102,-27.299999999999997,12.700000000000003,-17.259999999999998,-5.400000000000002,PositionState,lower,25723.2,25882.2,0.0,-159.0,0.0,-159.0,-51.149999999999636,0
14720,14852,1694433600000.0,25586.0,25710.2,25570.1,25707.4,3351.657,85939220.4245,2023-09-11 12:00:00,2.295e-05,59274.192,45.52,25827.62,25679.39,25753.5,25901.74,25605.27,25975.85,25531.16,-29.91,-19.42,-10.49,11.56,26.98,34.96,38.46,3218.719285714288,-248.36,46.099999999998545,9.44,0.92,25753.73,25682.76,194.34000000000015,-102.13000000000102,-24.640000000003056,46.32999999999811,-24.479999999999997,15.520000000000003,-15.42,-10.489999999999998,PositionState,lower,25707.4,25785.6,0.0,-78.19999999999709,699.6000000000022,-78.19999999999709,462.868750000001,0
14816,14948,1694779200000.0,26415.5,26460.5,26320.0,26349.0,7089.726,187148333.3656,2023-09-15 12:00:00,1.452e-05,62545.91,40.95,26596.93,26443.45,26520.19,26673.67,26366.7,26750.41,26289.96,24.54,58.0,-33.45,21.39,21.72,40.76,45.76,2927.172785714288,352.96,171.1899999999987,64.19,-6.14,26550.01,26432.15,324.66999999999825,17.700000000000728,83.15000000000146,201.0099999999984,-29.049999999999997,10.950000000000003,-0.3299999999999983,-33.46,PositionState,lower,26349.0,26449.9,0.0,-100.90000000000146,126.59999999999854,-100.90000000000146,0.6599999999994907,0
14853,14985,1694912400000.0,26456.5,26506.6,26405.6,26484.9,2772.809,73342713.922,2023-09-17 01:00:00,7.234e-05,59167.357,46.76,26549.52,26488.1,26518.81,26580.24,26457.39,26610.95,26426.67,0.94,7.75,-6.81,18.44,24.4,21.29,24.72,1409.1957857142877,81.86,33.909999999999854,2.53,-2.62,26528.14,26493.33,95.34000000000015,-27.510000000002037,8.430000000000291,43.23999999999796,-23.240000000000002,16.759999999999998,-5.959999999999997,-6.8100000000000005,PositionState,lower,26484.9,26541.1,0.0,-56.19999999999709,0.0,-56.19999999999709,-23.274999999998727,0
14873,15005,1694984400000.0,26422.8,26487.8,26380.0,26472.3,2251.624,59513272.0428,2023-09-17 21:00:00,2.862e-05,58900.272,45.37,26543.2,26466.01,26504.6,26581.79,26427.42,26620.38,26388.82,-14.5,-4.62,-9.87,12.35,27.27,14.89,14.98,1417.740000000002,102.25,32.29999999999927,0.74,-3.5,26490.83,26463.89,109.4900000000016,-44.88000000000102,-8.409999999999854,18.530000000002474,-24.630000000000003,15.369999999999997,-14.92,-9.879999999999999,PositionState,lower,26472.3,26514.6,0.0,-42.29999999999927,0.0,-42.29999999999927,-16.333333333333332,0
14944,15076,1695240000000.0,26911.9,27083.8,26902.0,27082.4,5808.182,156732359.5661,2023-09-20 20:00:00,2.605e-05,60505.833,49.46,27181.55,27017.88,27099.72,27263.38,26936.05,27345.22,26854.21,0.7,13.33,-12.62,14.41,27.19,13.89,16.02,6340.95192857143,54.53,17.31999999999971,-3.56,-2.62,27106.06,27058.29,180.97999999999956,-146.35000000000218,-24.110000000000582,23.659999999999854,-20.54,19.46,-12.780000000000001,-12.63,PositionState,lower,27082.4,27110.6,0.0,-28.19999999999709,1.5,-28.19999999999709,-10.224999999998545,0
14958,15090,1695290400000.0,26736.1,26787.4,26621.0,26633.0,15162.259,404964201.3121,2023-09-21 10:00:00,5.862e-05,60709.595,29.5,27115.49,26843.53,26979.51,27251.47,26707.55,27387.45,26571.57,-72.75,-31.72,-41.03,12.11,33.68,19.86,16.8,5433.848642857144,668.14,346.5099999999984,150.47,-2.42,26938.1,26741.75,618.4700000000012,74.54999999999927,108.75,305.09999999999854,-40.5,-0.5,-21.57,-41.03,PositionState,lower,26633.0,26656.2,0.0,-23.200000000000728,225.40000000000146,-84.29999999999927,33.91363636363663,0
14983,15115,1695380400000.0,26576.5,26640.5,26576.5,26629.8,1253.091,33358726.968,2023-09-22 11:00:00,1.66e-06,60634.878,46.51,26673.64,26610.57,26642.11,26705.18,26579.04,26736.71,26547.5,-45.17,-62.96,17.79,11.31,23.48,35.07,34.48,2239.2170000000015,-47.35,12.31000000000131,-9.84,0.13,26627.57,26617.94,75.38000000000102,-50.7599999999984,-11.860000000000582,-2.2299999999995634,-23.490000000000002,16.509999999999998,-12.17,17.79,PositionState,lower,26629.8,26664.9,0.0,-35.10000000000218,57.29999999999927,-35.10000000000218,12.49999999999909,0
14992,15124,1695412800000.0,26524.0,26554.6,26492.4,26524.3,1980.957,52533037.9056,2023-09-22 20:00:00,2.708e-05,59710.058,40.27,26642.38,26560.88,26601.63,26683.13,26520.13,26723.88,26479.38,-40.93,-41.04,0.1,12.36,22.89,32.3,34.25,2638.309071428573,12.1,77.33000000000175,12.67,-0.18,26581.64,26538.64,158.83000000000175,-4.169999999998254,14.340000000000146,57.340000000000146,-29.729999999999997,10.270000000000003,-10.530000000000001,0.10999999999999943,PositionState,lower,26524.3,26592.4,0.0,-68.10000000000218,0.0,-68.10000000000218,-37.20000000000073,0
15044,15176,1695600000000.0,26232.9,26236.1,25971.3,26236.1,15552.937,406055378.2657,2023-09-25 00:00:00,1.607e-05,56954.884,25.73,26595.19,26382.51,26488.85,26701.53,26276.17,26807.87,26169.83,-57.67,-22.7,-34.97,8.59,43.39,24.41,20.03,4502.03892857143,1079.72,252.75,135.76,-5.52,26463.67,26299.1,465.4300000000003,40.06999999999971,63.0,227.5699999999997,-44.269999999999996,-4.27,-34.8,-34.97,PositionState,lower,26236.1,26227.5,0.0,8.599999999998545,186.09999999999854,0.0,100.31874999999809,0
15084,15216,1695744000000.0,26113.8,26285.0,26103.7,26205.0,4824.405,126482584.1383,2023-09-26 16:00:00,4.889e-05,62404.859,45.61,26289.84,26176.26,26233.05,26346.63,26119.46,26403.42,26062.67,-27.21,-15.97,-11.24,19.98,18.12,14.69,18.72,3091.8735714285726,223.79,28.049999999999272,11.43,6.18,26210.58,26178.86,141.63000000000102,-85.54000000000087,-26.139999999999418,5.580000000001746,-24.39,15.61,1.8599999999999994,-11.24,PositionState,lower,26205.0,26234.5,0.0,-29.5,44.599999999998545,-29.5,12.524999999999636,0
15252,15384,1696348800000.0,27330.4,27434.0,27310.0,27380.0,5773.269,158055196.3204,2023-10-03 16:00:00,6.702e-05,62686.773,40.76,27639.87,27465.99,27552.93,27726.82,27379.05,27813.76,27292.1,-98.25,-77.69,-20.56,9.96,24.2,33.53,34.2,4562.762500000002,270.72,172.9300000000003,-146.93,1.24,27479.7,27380.19,346.8199999999997,-0.9500000000007276,0.18999999999869033,99.70000000000073,-29.240000000000002,10.759999999999998,-14.239999999999998,-20.560000000000002,PositionState,lower,27380.0,27442.9,0.0,-62.900000000001455,121.5,-62.900000000001455,6.149999999999636,0
15321,15453,1696597200000.0,27231.4,27696.2,27132.0,27510.9,24205.726,663591771.8505,2023-10-06 13:00:00,5.197e-05,62714.889,48.48,27655.3,27434.6,27544.95,27765.66,27324.25,27876.01,27213.9,-12.2,-9.79,-2.4,14.67,27.78,17.76,19.26,6227.090285714287,1656.98,34.04999999999927,1.23,-5.19,27556.92,27487.05,254.7599999999984,-186.65000000000146,-23.850000000002183,46.0199999999968,-21.520000000000003,18.479999999999997,-13.110000000000001,-2.41,PositionState,lower,27510.9,27655.5,0.0,-144.59999999999854,0.0,-144.59999999999854,-72.29999999999927,0
15389,15521,1696842000000.0,27732.3,27783.6,27400.0,27530.7,18780.707,517811880.5926,2023-10-09 09:00:00,-1.491e-05,65227.334,27.1,27925.01,27745.75,27835.38,28014.64,27656.12,28104.27,27566.49,-42.34,-12.21,-30.13,10.25,41.75,17.09,15.68,3429.502857142859,1225.16,304.6800000000003,167.32,-16.28,27832.31,27659.24,483.9399999999987,125.41999999999825,128.54000000000087,301.6100000000006,-42.9,-2.8999999999999986,-31.5,-30.130000000000003,PositionState,lower,27530.7,27664.1,0.0,-133.39999999999782,139.79999999999927,-133.39999999999782,-1.2555555555550706,0
15417,15549,1696942800000.0,27411.0,27464.0,27323.0,27384.0,8098.193,221768629.2925,2023-10-10 13:00:00,2.403e-05,66322.2,33.05,27641.73,27495.32,27568.52,27714.94,27422.11,27788.15,27348.9,-46.95,-32.32,-14.62,14.57,33.63,22.81,26.91,2932.9730000000013,523.31,184.52000000000044,35.04,-4.9,27564.51,27434.59,330.9399999999987,38.11000000000058,50.590000000000146,180.5099999999984,-36.95,3.049999999999997,-19.060000000000002,-14.630000000000003,PositionState,lower,27384.0,27273.7,0.0,110.29999999999927,388.5,-69.90000000000146,99.90476190476208,0
15444,15576,1697040000000.0,26770.9,26782.3,26588.0,26675.4,18533.158,494675259.9669,2023-10-11 16:00:00,0.0001,69870.306,25.46,27334.65,26925.14,27129.9,27539.41,26720.39,27744.16,26515.64,-139.51,-106.55,-32.95,10.92,39.56,29.75,24.05,7875.809500000001,-0.64,454.5,110.59,-5.89,27071.92,26810.6,864.0099999999984,44.98999999999796,135.1999999999971,396.5199999999968,-44.54,-4.539999999999999,-28.64,-32.959999999999994,PositionState,lower,26675.4,26818.5,0.0,-143.09999999999854,52.60000000000218,-214.39999999999782,-79.17272727272587,0
15800,15932,1698321600000.0,34111.6,34353.7,34089.3,34270.7,7007.45,239943266.9987,2023-10-26 12:00:00,0.0001,59233.711,45.16,34644.87,34293.53,34469.2,34820.55,34117.85,34996.22,33942.18,11.75,97.72,-85.96,15.02,24.74,22.03,27.89,5253.583357142858,293.67,198.5,76.31,-0.5,34466.35,34264.39,549.8500000000058,-152.84999999999854,-6.309999999997672,195.65000000000146,-24.840000000000003,15.159999999999997,-9.719999999999999,-85.97,PositionState,lower,34270.7,34251.7,0.0,19.0,484.5,0.0,170.499999999998,0
15830,15962,1698429600000.0,33613.6,33691.6,33401.7,33612.7,8836.611,296491862.4059,2023-10-27 18:00:00,0.0001,59693.708,35.83,34169.99,33827.84,33998.92,34341.07,33656.76,34512.15,33485.68,-113.49,-70.07,-43.41,9.38,30.49,26.23,25.02,5556.541357142859,441.89,386.22000000000116,120.65,-0.0,33946.33,33696.95,728.3700000000026,44.06000000000495,84.25,333.63000000000466,-34.17,5.829999999999998,-21.11,-43.42,PositionState,lower,33612.7,33943.5,0.0,-330.8000000000029,0.0,-330.8000000000029,-215.1125000000029,0
16050,16182,1699221600000.0,34656.8,35039.0,34640.0,34989.4,5875.917,204486597.9284,2023-11-05 22:00:00,0.0001,59916.995,50.69,35117.12,34842.67,34979.89,35254.34,34705.45,35391.56,34568.22,0.24,29.48,-29.23,15.72,27.9,25.13,26.99,4945.04492857143,197.22,-9.510000000002037,36.31,-3.45,34959.0,34916.33,264.93999999999505,-283.95000000000437,-73.06999999999971,-30.400000000001455,-19.310000000000002,20.689999999999998,-12.179999999999998,-29.240000000000002,PositionState,lower,34989.4,35035.8,0.0,-46.400000000001455,0.0,-46.400000000001455,-23.200000000000728,0
16240,16558,1700575200000.0,37031.6,37039.5,36424.0,36653.9,22769.256,836711182.2297,2023-11-21 14:00:00,0.0001,58194.24,29.42,37468.16,37044.63,37256.4,37679.92,36832.87,37891.69,36621.11,-65.35,20.93,-86.28,8.53,39.08,28.86,27.21,4313.596714285717,1362.12,602.5,300.04,-15.56,37211.53,36895.28,1026.0199999999968,178.97000000000116,241.37999999999738,557.6299999999974,-40.58,-0.5799999999999983,-30.549999999999997,-86.28,PositionState,lower,36653.9,36702.3,0.0,-48.400000000001455,912.8000000000029,-546.0,75.70000000000145,0
16359,16677,1701003600000.0,37649.6,37650.0,37331.0,37536.0,6288.602,235741851.9138,2023-11-26 13:00:00,0.0001,58424.812,32.27,37791.08,37657.59,37724.34,37857.83,37590.84,37924.58,37524.09,-22.13,1.46,-23.59,9.25,32.86,17.65,19.11,1999.6245000000029,413.93,188.3399999999965,90.46,1.53,37724.03,37610.36,321.83000000000175,54.83999999999651,74.36000000000058,188.02999999999884,-37.73,2.270000000000003,-23.61,-23.59,PositionState,lower,37536.0,37611.7,0.0,-75.69999999999709,294.0,-75.69999999999709,140.33750000000055,0
16381,16699,1701082800000.0,37112.5,37153.9,36865.0,37035.3,9220.193,341572721.4704,2023-11-27 11:00:00,0.0001,58799.374,31.19,37519.86,37207.13,37363.49,37676.22,37050.76,37832.59,36894.4,-112.38,-88.25,-24.13,11.53,39.17,35.11,31.94,3948.4232142857168,467.87,328.18999999999505,75.18,-3.0,37272.88,37133.13,640.9199999999983,15.459999999999127,97.82999999999447,237.57999999999447,-38.81,1.1900000000000013,-27.64,-24.129999999999995,PositionState,lower,37035.3,37091.5,0.0,-56.19999999999709,274.5,-56.19999999999709,87.20000000000255,0
16620,16938,1701943200000.0,43392.0,43471.5,43062.7,43170.0,13585.343,587364046.9471,2023-12-07 10:00:00,0.00010721,63054.111,33.16,43965.76,43538.92,43752.34,44179.18,43325.5,44392.6,43112.08,-17.78,90.69,-108.48,13.06,32.08,25.7,29.07,5639.099285714289,665.14,582.3399999999965,254.87,-1.55,43776.14,43376.74,1009.1800000000003,155.5,206.73999999999796,606.1399999999994,-36.84,3.1599999999999966,-19.019999999999996,-108.47,PositionState,lower,43170.0,43706.6,0.0,-536.5999999999985,0.0,-536.5999999999985,-225.54999999999927,0
16692,17010,1702202400000.0,43637.6,43764.8,43637.6,43739.1,2817.32,123110063.5083,2023-12-10 10:00:00,0.0003097,59845.521,43.23,44002.33,43768.75,43885.54,44119.12,43651.96,44235.91,43535.17,-45.88,-24.12,-21.76,14.36,26.44,22.65,19.86,2605.7937857142892,93.35,146.44000000000233,31.61,-0.78,43859.22,43752.14,380.0200000000041,-87.13999999999942,13.040000000000873,120.12000000000262,-26.770000000000003,13.229999999999997,-12.080000000000002,-21.76,PositionState,lower,43739.1,43924.8,0.0,-185.70000000000437,0.0,-185.70000000000437,-73.10000000000097,0
16708,17026,1702260000000.0,43264.4,43280.9,40167.7,42002.6,62533.988,2621453482.6614,2023-12-11 02:00:00,0.00033285,61357.424,14.87,44051.27,43202.8,43627.03,44475.5,42778.57,44899.73,42354.34,-206.95,-65.2,-141.74,6.79,68.03,20.25,20.54,7613.055285714288,4298.08,1624.4300000000003,1134.19,-45.73,43571.18,42755.9,2472.9000000000015,775.9700000000012,753.3000000000029,1568.5800000000017,-55.13,-15.13,-61.24,-141.75,PositionState,lower,42002.6,41892.2,0.0,110.40000000000146,1199.4000000000015,-406.8000000000029,180.3559999999992,0
16748,17066,1702404000000.0,40716.9,41463.6,40683.9,41347.9,12648.123,521008253.967,2023-12-12 18:00:00,0.0001,60598.728,44.33,41882.39,41277.71,41580.05,42184.73,40975.37,42487.07,40673.03,-204.72,-175.67,-29.04,13.02,29.14,36.98,45.08,7777.509500000003,566.36,232.15000000000146,26.18,2.34,41499.72,41214.57,836.8300000000017,-372.52999999999884,-133.33000000000175,151.8199999999997,-25.67,14.329999999999998,-16.12,-29.05000000000001,PositionState,lower,41347.9,41526.0,0.0,-178.09999999999854,211.20000000000437,-178.09999999999854,60.38333333333503,0
16816,17134,1702648800000.0,42307.6,42376.0,42003.0,42202.6,9715.25,409706955.3822,2023-12-15 14:00:00,0.00015354,56323.348,35.85,42950.28,42477.24,42713.76,43186.8,42240.72,43423.32,42004.2,-65.06,18.34,-83.4,16.12,35.37,19.51,20.35,4174.227857142861,485.98,511.1600000000035,189.33,-4.19,42663.83,42362.58,984.2000000000044,38.12000000000262,159.9800000000032,461.2300000000032,-34.15,5.850000000000001,-19.249999999999996,-83.4,PositionState,lower,42202.6,42360.0,0.0,-157.40000000000146,384.59999999999854,-157.40000000000146,115.24285714285672,0
16853,17171,1702782000000.0,41890.3,42037.1,41882.7,41951.1,1660.905,69700098.8519,2023-12-17 03:00:00,0.00017286,55137.987,34.84,42448.9,42053.78,42251.34,42646.46,41856.22,42844.02,41658.66,-85.2,-28.82,-56.37,11.76,23.96,20.2,22.02,2650.391500000003,-253.74,300.23999999999796,91.45,-0.68,42192.82,41982.27,695.3600000000006,-94.87999999999738,31.169999999998254,241.72000000000116,-35.16,4.840000000000003,-12.200000000000001,-56.38,PositionState,lower,41951.1,42154.3,0.0,-203.20000000000437,301.1999999999971,-203.20000000000437,4.149999999998856,0
16873,17191,1702854000000.0,41735.2,41768.0,41255.5,41395.2,9462.225,392520998.3161,2023-12-17 23:00:00,0.0001,56053.806,30.87,42154.16,41781.06,41967.61,42340.72,41594.5,42527.27,41407.95,-100.69,-70.26,-30.42,13.22,37.74,27.21,26.81,4444.6362857142885,538.39,572.4100000000035,190.83,-9.38,41968.88,41646.18,945.5200000000041,199.3000000000029,250.9800000000032,573.6800000000003,-39.129999999999995,0.870000000000001,-24.520000000000003,-30.429999999999993,PositionState,lower,41395.2,41386.4,0.0,8.799999999995634,549.2999999999956,0.0,257.70666666666415,0
16916,17234,1703008800000.0,41880.6,42272.3,41836.7,42251.9,6438.294,271064735.9698,2023-12-19 18:00:00,0.00013946,58825.471,45.68,42900.75,42179.06,42539.9,43261.6,41818.21,43622.44,41457.36,53.61,207.61,-153.99,15.12,24.72,31.34,34.07,6290.136500000003,151.19,288.0,148.29,-1.18,42605.91,42216.2,1009.6999999999971,-433.6900000000023,-35.700000000004366,354.01000000000204,-24.32,15.68,-9.6,-154.0,PositionState,lower,42251.9,42549.1,0.0,-297.1999999999971,0.0,-297.1999999999971,-106.07499999999891,0
17024,17342,1703397600000.0,43535.0,43596.2,43470.3,43589.7,2308.977,100536427.2179,2023-12-24 06:00:00,0.0001,53893.068,42.41,43828.42,43646.27,43737.34,43919.49,43555.2,44010.56,43464.12,-4.47,13.87,-18.34,19.37,24.21,12.61,11.33,1738.4612142857175,65.81,147.63999999999942,2.9,-3.66,43755.1,43639.22,329.7900000000009,-34.5,49.520000000004075,165.40000000000146,-27.590000000000003,12.409999999999997,-4.84,-18.34,PositionState,lower,43589.7,43793.0,0.0,-203.3000000000029,0.0,-203.3000000000029,-84.86250000000382,0
17041,17359,1703458800000.0,43003.4,43235.0,42913.0,43022.3,6304.326,271664734.8977,2023-12-24 23:00:00,0.0001,54953.184,24.58,43759.64,43338.5,43549.07,43970.21,43127.94,44180.78,42917.37,-120.68,-49.69,-70.98,9.26,42.21,18.33,14.51,3525.1066428571457,378.77,526.7699999999968,228.4,-1.72,43493.83,43150.94,947.9099999999962,105.63999999999942,128.63999999999942,471.52999999999884,-45.42,-5.420000000000002,-32.95,-70.99000000000001,PositionState,lower,43022.3,43684.5,0.0,-662.1999999999971,65.40000000000146,-662.1999999999971,-165.77857142856894,0
17072,17390,1703570400000.0,42807.5,42856.7,42570.8,42721.5,6835.126,291997726.6031,2023-12-26 06:00:00,0.0003048,56135.606,28.2,43627.33,43098.93,43363.13,43891.54,42834.73,44155.74,42570.52,-89.66,-7.78,-81.87,10.77,37.31,23.67,25.46,3648.9782142857175,155.39,641.6299999999974,245.69,-3.75,43367.28,42934.23,1170.0400000000009,113.2300000000032,212.7300000000032,645.7799999999988,-41.8,-1.8000000000000007,-26.540000000000003,-81.88,PositionState,lower,42721.5,42506.0,0.0,215.5,667.4000000000015,-84.5,245.215384615384,0
17146,17464,1703836800000.0,42309.8,42560.7,42304.8,42516.3,4118.121,174812939.7308,2023-12-29 08:00:00,0.00044001,58103.238,44.48,42771.15,42516.66,42643.91,42898.39,42389.42,43025.63,42262.18,-109.1,-111.66,2.56,12.23,25.36,25.92,25.77,3808.6944285714317,88.53,127.61000000000058,-127.62,-0.3,42556.46,42494.49,382.0899999999965,-126.88000000000466,-21.810000000004948,40.15999999999622,-25.520000000000003,14.479999999999997,-13.129999999999999,2.5600000000000023,PositionState,lower,42516.3,42693.1,0.0,-176.79999999999563,0.0,-176.79999999999563,-88.39999999999782,0
17154,17472,1703865600000.0,42293.9,42384.8,41844.7,42003.1,16018.24,675476932.9675,2023-12-29 16:00:00,0.000435,57330.675,35.04,42878.21,42397.76,42637.98,43118.43,42157.54,43358.66,41917.31,-75.0,-48.48,-26.51,16.21,32.09,20.61,23.19,5203.067285714288,914.94,634.8800000000047,166.02,-10.02,42661.02,42314.08,1115.3300000000017,154.44000000000233,310.9800000000032,657.9199999999983,-34.96,5.039999999999999,-15.880000000000003,-26.520000000000003,PositionState,lower,42003.1,42063.3,0.0,-60.200000000004366,389.29999999999563,-200.90000000000146,9.886363636362313,0
17270,17588,1704283200000.0,43736.2,43749.9,40210.0,42797.1,117274.089,4924818214.3729,2024-01-03 12:00:00,0.00035429,60012.081,24.97,45433.54,44217.77,44825.66,46041.43,43609.88,46649.32,43001.99,-171.63,83.07,-254.7,9.37,57.9,30.02,32.33,13956.594142857144,8000.09,2028.560000000005,1295.08,-32.16,44797.38,43642.39,3244.3300000000017,812.7799999999988,845.2900000000009,2000.2799999999988,-45.03,-5.030000000000001,-48.53,-254.7,PositionState,lower,42797.1,43214.4,0.0,-417.3000000000029,591.1999999999971,-417.3000000000029,-48.45238095238303,0
17382,17700,1704675600000.0,43641.9,43819.8,43610.8,43716.0,2339.577,102313934.0445,2024-01-08 01:00:00,0.0001,56838.59,42.27,44179.44,43797.45,43988.44,44370.43,43606.46,44561.42,43415.46,-28.81,30.7,-59.52,12.01,25.04,15.4,11.66,4107.581642857146,43.33,272.4400000000023,64.06,-1.08,43994.83,43764.14,654.4300000000003,-109.54000000000087,48.13999999999942,278.83000000000175,-27.729999999999997,12.270000000000003,-13.03,-59.51,PositionState,lower,43716.0,43920.3,0.0,-204.3000000000029,353.0,-204.3000000000029,83.84999999999975,0
17442,17760,1704891600000.0,44678.0,45448.8,44301.0,45135.9,19471.604,875541083.7517,2024-01-10 13:00:00,0.0001,56929.601,40.22,46280.63,45254.76,45767.69,46793.56,44741.83,47306.49,44228.89,-281.02,-161.56,-119.45,4.79,30.57,50.63,43.64,7122.192357142861,1014.55,631.7900000000009,-23.01,2.22,45524.44,45130.03,1657.6599999999962,-394.0699999999997,-5.870000000002619,388.5400000000009,-29.78,10.219999999999999,-25.78,-119.45999999999998,PositionState,lower,45135.9,46426.0,0.0,-1290.0999999999985,231.90000000000146,-1290.0999999999985,-338.79999999999853,0
