,Unnamed: 0,start_at,open,high,low,close,volume,turnover,date,funding_rate,p_close,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,bol_diff,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,prediction,profit_ma
731,861,1696597200000.0,27231.4,27696.2,27132.0,27510.9,24205.726,663591771.8505,2023-10-06 13:00:00,5.197e-05,-0.00054983,62714.889,48.48,27655.3,27434.6,27544.95,27765.66,27324.25,27876.01,27213.9,-12.2,-9.79,-2.4,14.67,27.78,17.76,19.26,6227.0902857142855,1656.98,34.04999999999927,1.23,-5.19,27556.92,27487.05,254.7599999999984,-186.65000000000146,-23.850000000002183,46.0199999999968,-21.520000000000003,18.479999999999997,-13.110000000000001,-2.41,441.40999999999985,PositionState,lower,27510.9,27655.5,0.0,-144.59999999999854,0.0,-144.59999999999854,-72.29999999999927,0,-84.22000000000116
799,929,1696842000000.0,27732.3,27783.6,27400.0,27530.7,18780.707,517811880.5926,2023-10-09 09:00:00,-1.491e-05,-0.00043007,65227.334,27.1,27925.01,27745.75,27835.38,28014.64,27656.12,28104.27,27566.49,-42.34,-12.21,-30.13,10.25,41.75,17.09,15.68,3429.5028571428566,1225.16,304.6800000000003,167.32,-16.28,27832.31,27659.24,483.9399999999987,125.41999999999825,128.54000000000087,301.6100000000006,-42.9,-2.8999999999999986,-31.5,-30.130000000000003,358.52000000000044,PositionState,lower,27530.7,27664.1,0.0,-133.39999999999782,139.79999999999927,-133.39999999999782,-1.2555555555550706,0,42.56000000000131
827,957,1696942800000.0,27411.0,27464.0,27323.0,27384.0,8098.193,221768629.2925,2023-10-10 13:00:00,2.403e-05,-0.0003724,66322.2,33.05,27641.73,27495.32,27568.52,27714.94,27422.11,27788.15,27348.9,-46.95,-32.32,-14.62,14.57,33.63,22.81,26.91,2932.972999999999,523.31,184.52000000000044,35.04,-4.9,27564.51,27434.59,330.9399999999987,38.11000000000058,50.590000000000146,180.5099999999984,-36.95,3.049999999999997,-19.060000000000002,-14.630000000000003,292.8299999999981,PositionState,lower,27384.0,27273.7,0.0,110.29999999999927,388.5,-69.90000000000146,99.90476190476208,0,261.47999999999956
854,984,1697040000000.0,26770.9,26782.3,26588.0,26675.4,18533.158,494675259.9669,2023-10-11 16:00:00,0.0001,-0.0002344,69870.306,25.46,27334.65,26925.14,27129.9,27539.41,26720.39,27744.16,26515.64,-139.51,-106.55,-32.95,10.92,39.56,29.75,24.05,7875.8094999999985,-0.64,454.5,110.59,-5.89,27071.92,26810.6,864.0099999999984,44.98999999999796,135.1999999999971,396.5199999999968,-44.54,-4.539999999999999,-28.64,-32.959999999999994,819.0200000000004,PositionState,lower,26675.4,26818.5,0.0,-143.09999999999854,52.60000000000218,-214.39999999999782,-79.17272727272587,0,31.469999999997526
1210,1340,1698321600000.0,34111.6,34353.7,34089.3,34270.7,7007.45,239943266.9987,2023-10-26 12:00:00,0.0001,0.00013902,59233.711,45.16,34644.87,34293.53,34469.2,34820.55,34117.85,34996.22,33942.18,11.75,97.72,-85.96,15.02,24.74,22.03,27.89,5253.583357142857,293.67,198.5,76.31,-0.5,34466.35,34264.39,549.8500000000058,-152.84999999999854,-6.309999999997672,195.65000000000146,-24.840000000000003,15.159999999999997,-9.719999999999999,-85.97,702.7000000000044,PositionState,lower,34270.7,34251.7,0.0,19.0,484.5,0.0,170.499999999998,0,77.33999999999651
1240,1370,1698429600000.0,33613.6,33691.6,33401.7,33612.7,8836.611,296491862.4059,2023-10-27 18:00:00,0.0001,0.00049157,59693.708,35.83,34169.99,33827.84,33998.92,34341.07,33656.76,34512.15,33485.68,-113.49,-70.07,-43.41,9.38,30.49,26.23,25.02,5556.541357142857,441.89,386.22000000000116,120.65,-0.0,33946.33,33696.95,728.3700000000026,44.06000000000495,84.25,333.63000000000466,-34.17,5.829999999999998,-21.11,-43.42,684.3099999999977,PositionState,lower,33612.7,33943.5,0.0,-330.8000000000029,0.0,-330.8000000000029,-215.1125000000029,0,-219.2100000000064
1460,1590,1699221600000.0,34656.8,35039.0,34640.0,34989.4,5875.917,204486597.9284,2023-11-05 22:00:00,0.0001,0.0005565,59916.995,50.69,35117.12,34842.67,34979.89,35254.34,34705.45,35391.56,34568.22,0.24,29.48,-29.23,15.72,27.9,25.13,26.99,4945.0449285714285,197.22,-9.510000000002037,36.31,-3.45,34959.0,34916.33,264.93999999999505,-283.95000000000437,-73.06999999999971,-30.400000000001455,-19.310000000000002,20.689999999999998,-12.179999999999998,-29.240000000000002,548.8899999999994,PositionState,lower,34989.4,35035.8,0.0,-46.400000000001455,0.0,-46.400000000001455,-23.200000000000728,0,-59.729999999995925
1497,1627,1699354800000.0,34665.9,34759.8,34636.0,34650.0,3745.162,129962699.7269,2023-11-07 11:00:00,0.0001,0.00060654,62511.458,34.87,35036.01,34793.13,34914.57,35157.45,34671.69,35278.89,34550.25,-69.65,-33.7,-35.94,11.33,27.09,18.53,15.17,3232.117928571429,117.97,264.5699999999997,56.19,-0.65,34869.58,34712.49,507.4499999999971,21.69000000000233,62.48999999999796,219.58000000000175,-35.13,4.869999999999997,-15.76,-35.95,485.75999999999476,PositionState,lower,34650.0,34875.9,0.0,-225.90000000000146,0.0,-225.90000000000146,-116.22857142857227,0,-92.20999999999913
1605,1735,1699743600000.0,36925.0,37193.8,36802.3,37163.0,4583.173,169511544.8593,2023-11-11 23:00:00,0.00025548,0.0007345,53670.165,53.6,37171.45,37016.91,37094.18,37248.73,36939.63,37326.0,36862.36,6.94,24.04,-17.09,18.04,26.65,12.53,14.15,2664.235357142857,182.0,-68.81999999999971,7.65,5.14,37091.67,37076.45,85.7300000000032,-223.37000000000262,-86.55000000000291,-71.33000000000175,-16.4,23.6,-8.61,-17.099999999999998,309.1000000000058,PositionState,lower,37163.0,37135.8,0.0,27.19999999999709,236.90000000000146,0.0,134.85714285714286,0,3.7999999999956344
1634,1764,1699848000000.0,36947.3,37003.0,36844.9,36959.4,3696.528,136518841.9371,2023-11-13 04:00:00,0.00031492,0.00074584,54587.931,41.2,37179.6,37035.89,37107.74,37251.46,36964.03,37323.31,36892.17,-8.33,12.68,-21.02,19.71,24.1,11.97,10.77,2678.764071428571,92.76,148.3399999999965,56.62,-4.48,37119.32,37011.16,292.0599999999977,4.629999999997381,51.76000000000204,159.91999999999825,-28.799999999999997,11.200000000000003,-4.390000000000001,-21.009999999999998,287.4300000000003,PositionState,lower,36959.4,36677.5,0.0,281.90000000000146,693.0,-104.5,206.17407407407504,0,385.8700000000026
1670,1800,1699977600000.0,36173.6,36467.6,36137.1,36300.0,9489.837,344634115.0146,2023-11-14 16:00:00,0.00011821,0.00069522,56813.068,41.21,36677.12,36371.01,36524.06,36830.17,36217.96,36983.22,36064.9,-116.3,-105.85,-10.44,12.34,38.82,40.0,39.36,6434.872428571429,545.31,224.05999999999767,-76.33,-2.29,36453.18,36328.39,530.1699999999983,-82.04000000000087,28.389999999999418,153.1800000000003,-28.79,11.21,-26.48,-10.450000000000003,612.2099999999991,PositionState,lower,36300.0,35813.9,0.0,486.09999999999854,1046.5,0.0,702.6882352941166,0,624.9300000000003
1836,1966,1700575200000.0,37031.6,37039.5,36424.0,36653.9,22769.256,836711182.2297,2023-11-21 14:00:00,0.0001,0.00056948,58194.24,29.42,37468.16,37044.63,37256.4,37679.92,36832.87,37891.69,36621.11,-65.35,20.92,-86.28,8.53,39.08,28.86,27.21,4313.596714285714,1362.12,602.5,300.04,-15.56,37211.53,36895.28,1026.0199999999968,178.97000000000116,241.37999999999738,557.6299999999974,-40.58,-0.5799999999999983,-30.549999999999997,-86.27,847.0499999999956,PositionState,lower,36653.9,36702.3,0.0,-48.400000000001455,912.8000000000029,-546.0,75.70000000000145,0,287.33000000000175
1889,2019,1700755200000.0,36951.1,37180.0,36921.0,37084.2,4512.631,167399181.4176,2023-11-23 16:00:00,0.0001,0.0,56633.908,45.14,37400.35,37104.62,37252.48,37548.22,36956.75,37696.08,36808.89,27.05,95.58,-68.52,16.07,24.21,22.06,24.36,4105.766571428572,182.65,168.2800000000061,88.9,-1.55,37317.7,37095.26,464.0200000000041,-127.44999999999709,11.060000000004948,233.5,-24.86,15.14,-8.14,-68.53,591.4700000000012,PositionState,lower,37084.2,37264.2,0.0,-180.0,0.0,-180.0,-91.56666666666813,0,-105.37999999999738
1958,2088,1701003600000.0,37649.6,37650.0,37331.0,37536.0,6288.602,235741851.9138,2023-11-26 13:00:00,0.0001,0.00035059,58424.812,32.23,37791.1,37657.61,37724.36,37857.85,37590.86,37924.6,37524.12,-22.26,1.25,-23.52,9.22,32.86,17.69,19.13,1999.6245000000006,413.93,188.36000000000058,90.45,1.54,37724.03,37610.36,321.84999999999854,54.86000000000058,74.36000000000058,188.02999999999884,-37.77,2.229999999999997,-23.64,-23.51,266.98999999999796,PositionState,lower,37536.0,37611.7,0.0,-75.69999999999709,294.0,-75.69999999999709,140.33750000000055,0,132.3000000000029
1980,2110,1701082800000.0,37112.5,37153.9,36865.0,37035.3,9220.193,341572721.4704,2023-11-27 11:00:00,0.0001,-0.00014383,58799.374,31.18,37519.86,37207.13,37363.5,37676.22,37050.77,37832.59,36894.4,-112.41,-88.29,-24.11,11.53,39.17,35.13,31.97,3948.4232142857145,467.87,328.1999999999971,75.16,-3.0,37272.88,37133.13,640.9199999999983,15.469999999993888,97.82999999999447,237.57999999999447,-38.82,1.1799999999999997,-27.64,-24.11999999999999,625.4500000000044,PositionState,lower,37035.3,37091.5,0.0,-56.19999999999709,274.5,-56.19999999999709,87.20000000000255,0,110.77999999999884
