Serial,Date,Message,serial,date,message
,,,161960.0,2020-07-15 12:00:00,
,,,161961.0,2020-07-15 16:00:00,
,,,161962.0,2020-07-15 20:00:00,
,,,161963.0,2020-07-16 00:00:00,
,,,161964.0,2020-07-16 04:00:00,go to EntryPreparationState: lower
,,,161965.0,2020-07-16 04:00:00,ボリンジャーバンドに触れた。エントリー準備状態に遷移します。
,,,161966.0,2020-07-16 08:00:00,go to PositionState: lower
,,,161967.0,2020-07-16 08:00:00,エントリーイベントが発生。ポジション状態に遷移します。
,,,161968.0,2020-04-01 00:00:00,go to IdleState: None
,,,161969.0,2020-04-01 00:00:00,ポジションを売却。アイドル状態に遷移します。
,,,161970.0,2020-07-18 12:00:00,
,,,161971.0,2020-07-18 16:00:00,
,,,161972.0,2020-07-18 20:00:00,
,,,161973.0,2020-07-19 00:00:00,
,,,161974.0,2020-07-19 04:00:00,
,,,161975.0,2020-07-19 08:00:00,
,,,161976.0,2020-07-19 12:00:00,
,,,161977.0,2020-07-19 16:00:00,
,,,161978.0,2020-07-19 20:00:00,
,,,161979.0,2020-07-20 00:00:00,
,,,161980.0,2020-07-20 04:00:00,
,,,161981.0,2020-07-20 08:00:00,
,,,161982.0,2020-07-20 12:00:00,
,,,161983.0,2020-07-20 16:00:00,
,,,161984.0,2020-07-20 20:00:00,
,,,161985.0,2020-07-21 00:00:00,
,,,161986.0,2020-07-21 04:00:00,go to EntryPreparationState: upper
,,,161987.0,2020-07-21 04:00:00,ボリンジャーバンドに触れた。エントリー準備状態に遷移します。
,,,161988.0,2020-07-21 08:00:00,go to PositionState: upper
,,,161989.0,2020-07-21 08:00:00,エントリーイベントが発生。ポジション状態に遷移します。
,,,161990.0,2020-04-01 00:00:00,go to IdleState: None
,,,161991.0,2020-04-01 00:00:00,ポジションを売却。アイドル状態に遷移します。
,,,161992.0,2020-08-02 08:00:00,
,,,161993.0,2020-08-02 12:00:00,
,,,161994.0,2020-08-02 16:00:00,
,,,161995.0,2020-08-02 20:00:00,
,,,161996.0,2020-08-03 00:00:00,
,,,161997.0,2020-08-03 04:00:00,
,,,161998.0,2020-08-03 08:00:00,
,,,161999.0,2020-08-03 12:00:00,
,,,162000.0,2020-08-03 16:00:00,
,,,162001.0,2020-08-03 20:00:00,
,,,162002.0,2020-08-04 00:00:00,
,,,162003.0,2020-08-04 04:00:00,
,,,162004.0,2020-08-04 08:00:00,
,,,162005.0,2020-08-04 12:00:00,
,,,162006.0,2020-08-04 16:00:00,
,,,162007.0,2020-08-04 20:00:00,
,,,162008.0,2020-08-05 00:00:00,
,,,162009.0,2020-08-05 04:00:00,
,,,162010.0,2020-08-05 08:00:00,
,,,162011.0,2020-08-05 12:00:00,go to EntryPreparationState: upper
,,,162012.0,2020-08-05 12:00:00,ボリンジャーバンドに触れた。エントリー準備状態に遷移します。
,,,162013.0,2020-08-05 16:00:00,go to PositionState: upper
,,,162014.0,2020-08-05 16:00:00,エントリーイベントが発生。ポジション状態に遷移します。
,,,162015.0,2020-04-01 00:00:00,go to IdleState: None
,,,162016.0,2020-04-01 00:00:00,ポジションを売却。アイドル状態に遷移します。
,,,162017.0,2020-08-07 20:00:00,
,,,162018.0,2020-08-08 00:00:00,
,,,162019.0,2020-08-08 04:00:00,
,,,162020.0,2020-08-08 08:00:00,
,,,162021.0,2020-08-08 12:00:00,
,,,162022.0,2020-08-08 16:00:00,
,,,162023.0,2020-08-08 20:00:00,
,,,162024.0,2020-08-09 00:00:00,
,,,162025.0,2020-08-09 04:00:00,
,,,162026.0,2020-08-09 08:00:00,
,,,162027.0,2020-08-09 12:00:00,
,,,162028.0,2020-08-09 16:00:00,
,,,162029.0,2020-08-09 20:00:00,
,,,162030.0,2020-08-10 00:00:00,go to EntryPreparationState: upper
,,,162031.0,2020-08-10 00:00:00,ボリンジャーバンドに触れた。エントリー準備状態に遷移します。
,,,162032.0,2020-08-10 04:00:00,go to PositionState: upper
,,,162033.0,2020-08-10 04:00:00,エントリーイベントが発生。ポジション状態に遷移します。
,,,162034.0,2020-04-01 00:00:00,go to IdleState: None
,,,162035.0,2020-04-01 00:00:00,ポジションを売却。アイドル状態に遷移します。
,,,162036.0,2020-08-11 08:00:00,
,,,162037.0,2020-08-11 12:00:00,
,,,162038.0,2020-08-11 16:00:00,go to EntryPreparationState: lower
,,,162039.0,2020-08-11 16:00:00,ボリンジャーバンドに触れた。エントリー準備状態に遷移します。
,,,162040.0,2020-08-11 20:00:00,go to PositionState: lower
,,,162041.0,2020-08-11 20:00:00,エントリーイベントが発生。ポジション状態に遷移します。
,,,162042.0,2020-04-01 00:00:00,go to IdleState: None
,,,162043.0,2020-04-01 00:00:00,ポジションを売却。アイドル状態に遷移します。
,,,162044.0,2020-08-14 00:00:00,
,,,162045.0,2020-08-14 04:00:00,
,,,162046.0,2020-08-14 08:00:00,
,,,162047.0,2020-08-14 12:00:00,
,,,162048.0,2020-08-14 16:00:00,
,,,162049.0,2020-08-14 20:00:00,
,,,162050.0,2020-08-15 00:00:00,
,,,162051.0,2020-08-15 04:00:00,
,,,162052.0,2020-08-15 08:00:00,
,,,162053.0,2020-08-15 12:00:00,
,,,162054.0,2020-08-15 16:00:00,
,,,162055.0,2020-08-15 20:00:00,
,,,162056.0,2020-08-16 00:00:00,
,,,162057.0,2020-08-16 04:00:00,
,,,162058.0,2020-08-16 08:00:00,
,,,162059.0,2020-08-16 12:00:00,
,,,162060.0,2020-08-16 16:00:00,
